time	             src-ip	          src-pt	          dst-ip	          dst-pt	        flags	   seq  	     ack-pkt	   s-win	19	20	21	dloss	dd	13	14	15	16	spkts	dpkts	sloss	  label                 
458	1	0	0	0	0	0	0	0	0.395303327	0.003913894	1	1	1	0	0.001661436	0.002040816	0.000739098	0	0	0.37254902	1
460	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.031372549	0.03	0	0.001661436	0	0.000739098	0.06	0	1	0
468	0	0	0	0	0	0	0	0	0.156555773	0.313111546	0	0.011764706	0.01	0	0.001661436	0	0.000739098	0	0	1	0
479	0	0	0	0	0	0	0	0	0.009784736	0.009784736	0	0.996078431	1	0	0.001292228	0	0.000739098	0	0.01	1	0
480	1	0	0	0	0	0	0	0	0.301369863	0.001956947	0	1	1	0	0.001292228	0	0.000739098	0	0	0.019607843	1
487	0	0	0	0	0	0	0	0	0.898238748	0.009784736	0.07	0.003921569	0	0	0.001292228	0	0.000739098	0.07	0	1	1
489	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.015686275	0.02	0	0.001292228	0	0.000739098	0.99	0	1	0
492	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.878431373	0.88	0	0.00092302	0	0.000739098	0	0	1	0
500	0	0	0	0	0	0	0	0	0.009784736	0.009784736	0	0.560784314	0.92	0	0.00092302	0	0.000739098	0	0	0.607843137	0
501	1	0	0	0	0	0	0	0	0.001956947	0.003913894	0	1	1	0	0.00092302	0	0.000739098	0	0	0.019607843	0
507	1	0	0	0	0	0	0	0	0.001956947	0.01369863	0	1	1	0	0.00092302	0	0.000739098	0	1	1	1
515	0	0	0	0	0	0	0	0	0.003913894	0.001956947	0	0.231372549	1	0	0.001661436	0.003401361	0.000739098	0	1	0.003921569	0
519	0	0	0	0	0	0	0	0	0.084148728	0.084148728	0	0.109803922	0.11	0	0.00092302	0	0.000739098	1	0	1	0
530	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.00092302	0	0.000739098	0	0	0.168627451	1
531	0	0	0	0	0	0	0	0	0.293542074	0.031311155	1	0.007843137	0.01	0	0.000553812	0	0.000739098	0	0	1	1
545	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.003921569	0	0	0.000553812	0	0.000739098	0.05	0	1	0
549	1	0	0	0	0	0	0	0	0.066536204	0.029354207	1	1	1	0	0.000553812	0	0.000739098	0	0	0.152941176	1
551	0	0	0	0	0	0	0	0	0.001956947	0.029354207	0	0.058823529	0.06	0	0.000553812	0	0.000739098	0.06	0	1	1
555	0	0	0	0	0	0	0	0	0.295499022	0.295499022	0	0.109803922	1	0	0.000553812	0	0.000739098	0	1	0.003921569	0
567	0	0	0	0	0	0	0	0	0.272015656	0.272015656	0	0.592156863	1	0	0.000553812	0	0.000739098	0	0	0.592156863	1
572	0	0	0	0	0	0	0	0	0.197651663	0.025440313	1	1	1	0	0.001661436	0.002040816	0.000739098	0	0	1	1
574	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.050980392	0.05	0	0.002030644	0.002721088	0.000739098	0.05	0	1	0
575	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.980392157	0.98	0	0.001661436	0.002721088	0.000739098	0	0	1	0
580	0	0	0	0	0	0	0	0	0.045009785	0.070450098	0	0.003921569	1	0	0.000184604	0	0	0	0	0.003921569	0
585	1	0	0	0	0	0	0	0	0.025440313	0.001956947	0	1	1	0	0.000184604	0	0	0	0.08	0.090196078	0
594	1	0	0	0	0	0	0	0	0.007827789	0.007827789	0	0.003921569	0.01	0	0.000184604	0	0	0.31	0	0.325490196	0
596	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.247058824	0.33	0	0.000184604	0	0	0	0	0.392156863	0
601	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.031372549	0.04	0	0.000184604	0	0	0	0	0.698039216	0
608	1	0	0	0	0	0	0	0	0.021526419	0.021526419	0	0.054901961	1	0	0.000184604	0	0	0	0	0.043137255	0
615	1	0	0	0	0	0	0	0	0.197651663	0.011741683	1	1	1	0	0.000184604	0	0	0	0	1	1
623	0	0	0	0	0	0	0	0	0.033268102	0.056751468	0	0.023529412	0.02	0	0.000184604	0	0	0.05	0	1	0
626	1	0	0	0	0	0	0	0	0.532289628	0.007827789	1	1	1	0	0.000184604	0	0	0	0.14	0.133333333	1
631	0	0	0	0	0	0	0	0	0.003913894	0.001956947	0	0.015686275	0.02	0	0.000184604	0	0	0.05	0	1	1
633	0	0	0	0	0	0	0	0	0.031311155	0.033268102	0	0.003921569	0	0	0.000184604	0	0	1	0	1	0
636	1	0	0	0	0	0	0	0	0.007827789	0.007827789	0	1	1	0	0.000184604	0	0	0	0.12	0.082352941	0
639	1	0	0	0	0	0	0	0	0.009784736	0.064579256	0	1	1	0	0.000184604	0	0	0	0	0.101960784	0
642	1	0	0	0	0	0	0	0	0.037181996	0.037181996	0	1	1	0	0.000184604	0	0	0	0.09	0.901960784	0
643	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.000184604	0	0	0	0	1	1
647	0	0	0	0	0	0	0	0	0.387475538	0.011741683	1	0.003921569	0.01	0	0.000184604	0	0	0	0	0.701960784	1
651	0	0	0	0	0	0	0	0	0.001956947	0.007827789	0	0.023529412	0.02	0	0.000184604	0	0	0.08	0	1	0
654	1	0	0	0	0	0	0	0	0.133072407	0.133072407	0	1	1	0	0.000184604	0	0	0	0.5	0.207843137	0
659	0	0	0	0	0	0	0	0	0.585127202	0.017612524	1	0.941176471	0.94	0	0.000184604	0	0	0	0	1	1
660	0	0	0	0	0	0	0	0	0.001956947	0.003913894	0	0.035294118	0.04	0	0.000184604	0	0	0.05	0	1	0
666	1	0	0	0	0	0	0	0	0.17221135	0.17221135	0	0.698039216	0.99	0	0.000184604	0	0	0	1	0.262745098	1
668	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.345098039	0.35	0	0.000184604	0	0	0	0	1	0
670	1	0	0	0	0	0	0	0	0.007827789	0.007827789	0	0.274509804	0.28	0	0.000184604	0	0	0	0	0.996078431	0
673	1	0	0	0	0	0	0	0	0.561643836	0.029354207	0	1	1	0	0.000184604	0	0	0	0	1	1
675	0	0	0	0	0	0	0	0	0.037181996	0.048923679	0	0.058823529	0.06	0	0.000184604	0	0	0.06	0	1	0
678	1	0	0	0	0	0	0	0	0.021526419	0.021526419	1	1	1	0	0.000184604	0	0	0	0.2	1	1
680	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.28627451	0.55	0	0.000184604	0	0	0	0	0.521568627	0
686	0	0	0	0	0	0	0	0	0.003913894	0.001956947	0	0.352941176	1	0	0.000184604	0	0	0	0	0.003921569	0
687	0	0	0	0	0	0	0	0	0.469667319	0.011741683	1	0.058823529	0.06	0	0.000184604	0	0	1	0	1	1
690	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.023529412	0.02	0	0.000184604	0	0	0.07	0	1	0
694	0	0	0	0	0	0	0	0	0.001956947	0.003913894	1	0.011764706	0.01	0	0.000184604	0	0	0	0	0.392156863	0
699	1	0	0	0	0	0	0	0	0.009784736	0.011741683	0	1	1	0	0.000184604	0	0	0	1	0.011764706	0
711	1	0	0	0	0	0	0	0	0.105675147	0.105675147	0	1	1	0	0.000184604	0	0	0	0.33	0.141176471	0
721	0	0	0	0	0	0	0	0	0.129158513	0.285714286	0	1	1	0	0.000184604	0	0	0	0	1	0
734	0	0	0	0	0	0	0	0	0.019569472	0.064579256	0	0.768627451	0.77	0	0.000184604	0	0	0	0.01	1	0
742	1	0	0	0	0	0	0	0	0.454011742	0.029354207	1	1	1	0	0.000184604	0	0	0	0.06	0.231372549	1
744	0	0	0	0	0	0	0	0	0.256360078	0.01369863	1	0.058823529	0.06	0	0.000184604	0	0	0.06	0	1	1
745	0	0	0	0	0	0	0	0	0.045009785	0.046966732	0	0.02745098	0.03	0	0.000184604	0	0	0.06	0	1	0
759	1	0	0	0	0	0	0	0	0.001956947	0.070450098	0	1	1	0	0.000184604	0	0	0	0.08	0.090196078	1
763	0	0	0	0	0	0	0	0	0.469667319	0.019569472	0	0.717647059	1	0	0.000184604	0	0	0	1	0.003921569	1
772	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.039215686	0.04	0	0.000184604	0	0	0.06	0	1	0
775	1	0	0	0	0	0	0	0	0.26223092	0.031311155	1	1	1	0	0.000184604	0	0	0	0	0.192156863	1
779	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.066666667	0.07	0	0.000184604	0	0	0.07	0	1	0
792	1	0	0	0	0	0	0	0	0.273972603	0.023483366	1	0.160784314	0.16	0	0.000184604	0	0	0	0	1	1
795	0	0	0	0	0	0	0	0	0.088062622	0.007827789	1	0.047058824	0.05	0	0.000184604	0	0	0.06	0	1	1
798	0	0	0	0	0	0	0	0	0.545988258	0.019569472	1	0.015686275	0.02	0	0.000184604	0	0	0.13	0	1	1
801	0	0	0	0	0	0	0	0	0.001956947	0.005870841	0	0.039215686	0.04	0	0.000184604	0	0	0.06	0	1	0
803	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.050980392	0.05	0	0.000184604	0	0	0	1	1	0
804	1	0	0	0	0	0	0	0	0.001956947	0.003913894	0	0.082352941	0.48	0	0.000184604	0	0	0	0	0.17254902	0
806	1	0	0	0	0	0	0	0	0.217221135	0.033268102	0	0.305882353	0.68	0	0.000184604	0	0	0	1	0.450980392	1
814	0	0	0	0	0	0	0	0	0.001956947	0.003913894	0	0.066666667	0.07	0	0.000184604	0	0	0.06	0	1	0
822	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.556862745	0.62	0	0.000184604	0	0	0	1	0.690196078	0
827	1	0	0	0	0	0	0	0	0.023483366	0.023483366	0	0.454901961	0.47	0	0.000184604	0	0	0	0	0.537254902	0
830	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.000184604	0	0	0	0	0.047058824	0
833	1	0	0	0	0	0	0	0	0.01369863	0.021526419	0	0.458823529	0.45	0	0.000184604	0	0	0	0	0.505882353	0
837	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.000184604	0	0	0	0.18	1	0
838	1	0	0	0	0	0	0	0	0.207436399	0.011741683	1	1	1	0	0.000184604	0	0	0	0	0.011764706	1
860	0	0	0	0	0	0	0	0	0.504892368	0.011741683	0	0.066666667	0.07	0	0.000553812	0	0	0.07	0	1	1
864	0	0	0	0	0	0	0	0	0.283757339	0.04109589	1	0.023529412	0.02	0	0.000184604	0	0	0.07	0	1	1
877	0	0	0	0	0	0	0	0	0.203522505	0.019569472	1	0.082352941	0.08	0	0.000184604	0	0	0.05	0	1	1
882	0	0	0	0	0	0	0	0	0.424657534	0.003913894	1	0.039215686	0.04	0	0.000184604	0	0	0.06	0	1	1
890	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.007843137	0.01	0	0.000184604	0	0	0.07	0	1	0
893	1	0	0	0	0	0	0	0	0.381604697	0.001956947	1	0.380392157	0.53	0	0.000184604	0	0	0	0	0.349019608	1
900	0	0	0	0	0	0	0	0	0.399217221	0.001956947	0.06	0.003921569	0	0	0.000184604	0	0	0.06	0	1	1
903	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.003921569	0	0	0.000184604	0	0	1	0	1	0
914	0	0	0	0	0	0	0	0	0.001956947	0.101761252	0	0.003921569	0	0	0.000184604	0	0	0	0	1	1
927	0	0	0	0	0	0	0	0	0.469667319	0.001956947	1	1	1	0	0.000184604	0	0	0	1	0.007843137	1
930	0	0	0	0	0	0	0	0	0.227005871	0.023483366	0	0.003921569	0	0	0.000184604	0	0	0.06	0	1	1
931	0	0	0	0	0	0	0	0	0.320939335	0.01369863	1	0.047058824	0.05	0	0.000184604	0	0	0.08	0	1	1
932	0	0	0	0	0	0	0	0	0.005870841	0.011741683	0	0.031372549	0.03	0	0.000184604	0	0	0.07	0	1	0
937	1	0	0	0	0	0	0	0	0.001956947	0.017612524	0	1	1	0	0.000184604	0	0	0	0.33	1	0
946	1	0	0	0	0	0	0	0	0.056751468	0.003913894	1	1	1	0	0.000184604	0	0	0	0.33	0.023529412	1
969	0	0	0	0	0	0	0	0	0.600782779	0.598825832	0	0.243137255	0.24	0	0.000184604	0	0	0.14	0	1	0
970	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.882352941	0.88	0	0.000184604	0	0	0.01	0	1	0
971	1	0	0	0	0	0	0	0	0.084148728	0.236790607	0	0.094117647	0.3	0	0.000184604	0	0	0	0	0.309803922	0
979	0	0	0	0	0	0	0	0	0.045009785	0.084148728	0	0.670588235	0.73	0	0.000184604	0	0	0	0.02	0.91372549	0
980	1	0	0	0	0	0	0	0	0.003913894	0.001956947	0	1	1	0	0.000184604	0	0	0	0.12	1	0
982	0	0	0	0	0	0	0	0	0.005870841	0.009784736	0	0.023529412	0.02	0	0.000184604	0	0	1	0	1	0
983	1	0	0	0	0	0	0	0	0.019569472	0.031311155	0	1	1	0	0.000184604	0	0	0	0.4	0.443137255	0
989	1	0	0	0	0	0	0	0	0.403131115	0.035225049	1	1	1	0	0.000184604	0	0	0	0.25	1	1
992	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.078431373	0.08	0	0.000184604	0	0	0.07	0	1	1
998	0	0	0	0	0	0	0	0	0.545988258	0.031311155	1	0.007843137	0.01	0	0.001661436	0.002040816	0	0	0	1	1
1000	0	0	0	0	0	0	0	0	0.455968689	0.025440313	1	0.019607843	0.02	0	0.002030644	0.004081633	0	0.05	0	1	1
1001	0	0	0	0	0	0	0	0	0.28962818	0.28962818	0	0.050980392	0.05	0	0.000184604	0	0	0.07	0	1	0
1009	0	0	0	0	0	0	0	0	0.499021526	0.031311155	1	0.580392157	1	0	0.000184604	0	0	0	0	0.580392157	1
1011	0	0	0	0	0	0	0	0	0.015655577	0.015655577	0	0.066666667	0.07	0	0.000184604	0	0.001108647	0.07	0	1	0
1020	1	0	0	0	0	0	0	0	0.845401174	0.001956947	0.05	1	1	0	0.000184604	0	0	0	0	0.266666667	1
1023	0	0	0	0	0	0	0	0	0.140900196	0.005870841	0.79	0.003921569	0	0	0.002030644	0.004081633	0	1	0	1	1
1024	0	0	0	0	0	0	0	0	0.281800391	0.017612524	1	0.011764706	0.01	0	0.000184604	0	0	0.38	0	1	1
1028	0	0	0	0	0	0	0	0	0.017612524	0.045009785	0	0.035294118	0.04	0	0.004984309	0.008163265	0.001108647	0.06	0	1	0
1051	1	0	0	0	0	0	0	0	0.13111546	0.033268102	1	1	1	0	0.000184604	0	0	0	0.09	0.109803922	1
1055	0	0	0	0	0	0	0	0	0.227005871	0.003913894	1	0.145098039	0.15	0	0.000184604	0	0	0.06	0	1	1
1059	0	0	0	0	0	0	0	0	0.017612524	0.009784736	1	0.015686275	0.02	0	0.000184604	0	0	0.06	0	1	1
1075	0	0	0	0	0	0	0	0	0.001956947	0.070450098	0	0.047058824	0.05	0	0.000184604	0	0	0.33	0	1	1
1076	0	0	0	0	0	0	0	0	0.023483366	0.025440313	0	0.266666667	1	0	0.000184604	0	0	0	1	0.007843137	0
1078	1	0	0	0	0	0	0	0	0.293542074	0.039138943	1	0.360784314	0.29	0	0.000184604	0	0	0	0.15	0.57254902	1
1092	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.015686275	0.02	0	0.000184604	0	0	0.05	0	1	0
1100	0	0	0	0	0	0	0	0	0.240704501	0.035225049	1	0.047058824	1	0	0.000184604	0	0	0	0	0.047058824	1
1107	0	0	0	0	0	0	0	0	0.005870841	0.005870841	0	0.070588235	0.07	0	0.000184604	0	0	0.06	0	1	0
1110	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.000184604	0	0	0	0	0.011764706	0
1111	1	0	0	0	0	0	0	0	1	1	0	0.654901961	1	0	0.000184604	0	0	0	0	0.125490196	1
1114	0	0	0	0	0	0	0	0	0.023483366	0.025440313	0	0.494117647	0.49	0	0.000184604	0	0	0	0	1	0
1118	1	0	0	0	0	0	0	0	0.070450098	0.023483366	1	0.964705882	1	0	0.000184604	0	0	0	0.15	0.776470588	1
